Fecha Hora,Temperatura DHT,Humedad DHT,Temperatura Eddy,Humedad Eddy,,,
10/01/2015 09:30,26.90,99.90,"26,90","80,69",,,
10/01/2015 09:45,26.90,99.60,"27,10","79,66",,,
10/01/2015 10:00,26.90,99.90,"27,10","80,00",,,
10/01/2015 10:15,27.00,99.10,"27,17","79,93",,,
10/01/2015 10:30,27.20,99.50,"27,17","79,46",,,
10/01/2015 10:45,27.30,97.10,"27,24","78,64",,,
10/01/2015 11:00,27.10,99.90,"27,03","80,00",,,
10/01/2015 11:15,27.00,99.20,"26,83","80,82",,,
10/01/2015 11:30,27.10,99.00,"26,90","80,82",,,
10/01/2015 11:45,27.10,99.90,"27,10","81,37",,,
10/01/2015 12:00,27.20,99.90,"27,30","82,73",,,
10/01/2015 12:15,27.20,99.90,"27,24","82,87",,,
10/01/2015 12:30,27.20,99.90,"27,24","82,25",,,
10/01/2015 12:45,27.60,98.10,"27,44","79,73",,,
10/01/2015 13:00,27.60,95.70,"27,58","77,48",,,
10/01/2015 13:15,27.70,91.70,"27,51","76,11",,,
10/01/2015 13:30,27.60,88.40,"27,65","72,83",,,
10/01/2015 13:45,28.00,83.30,"27,92","69,62",,,
10/01/2015 14:00,28.10,82.20,"28,46","65,53",,,
10/01/2015 14:15,28.90,79.00,"29,07","63,48",,,
10/01/2015 14:30,29.30,77.30,"29,41","63,95",,,
10/01/2015 14:45,29.40,70.50,"29,34","60,12",,,
10/01/2015 15:00,29.40,68.60,"29,67","54,59",,,
10/01/2015 15:15,29.90,70.00,"30,01","61,75",,,
10/01/2015 15:30,30.20,72.00,"30,21","59,02",,,
10/01/2015 15:45,30.80,68.40,"30,41","57,99",,,
10/01/2015 16:00,31.10,71.00,"30,68","58,61",,,
10/01/2015 16:15,31.70,68.60,"31,84","56,83",,,
10/01/2015 16:30,31.90,73.80,"31,91","57,38",,,
10/01/2015 16:45,31.70,69.90,"31,84","57,99",,,
10/01/2015 17:00,31.70,66.80,"31,90","53,55",,,
10/01/2015 17:15,32.00,66.60,"32,37","54,98",,,
10/01/2015 17:30,31.80,65.30,"31,62","54,09",,,
10/01/2015 17:45,31.70,68.60,"31,89","55,59",,,
10/01/2015 18:00,31.60,68.80,"31,95","56,74",,,
10/01/2015 18:15,31.60,68.70,"31,34","58,04",,,
10/01/2015 18:30,31.20,69.20,"31,21","55,52",,,
10/01/2015 18:45,30.90,65.10,"30,81","52,46",,,
10/01/2015 19:00,30.60,65.80,"30,54","55,60",,,
10/01/2015 19:15,30.40,68.20,"30,27","57,31",,,
10/01/2015 19:30,30.00,70.80,"29,94","59,29",,,
10/01/2015 19:45,29.80,70.00,"29,74","59,23",,,
10/01/2015 20:00,29.50,71.50,"29,34","60,06",,,
10/01/2015 20:15,29.20,75.20,"29,07","63,88",,,
10/01/2015 20:30,28.90,77.80,"28,67","66,34",,,
10/01/2015 20:45,28.80,79.30,"28,81","66,28",,,
10/01/2015 21:00,28.70,80.00,"28,81","67,31",,,
10/01/2015 21:15,28.80,78.70,"28,94","65,19",,,
10/01/2015 21:30,28.90,78.40,"29,01","64,78",,,
10/01/2015 21:45,29.00,80.00,"29,15","65,80",,,
10/01/2015 22:00,29.10,80.60,"29,63","64,78",,,
10/01/2015 22:15,29.30,71.70,"30,45","55,50",,,
10/01/2015 22:30,27.00,81.50,"25,26","75,22",,,
10/01/2015 22:45,25.60,87.10,"25,19","76,11",,,
10/01/2015 23:00,24.80,88.00,"24,38","76,05",,,
10/01/2015 23:15,23.40,95.90,"23,16","80,29",,,
10/01/2015 23:30,22.50,99.90,"22,48","82,49",,,
10/01/2015 23:45,22.00,99.90,"22,01","84,68",,,
11/01/2015 00:00,21.90,99.90,"22,08","85,10",,,
11/01/2015 00:15,21.90,99.90,"21,88","84,43",,,
11/01/2015 00:30,21.90,99.90,"21,89","84,97",,,
11/01/2015 00:45,21.80,99.90,"21,89","84,97",,,
11/01/2015 01:00,21.60,99.90,"21,54","85,18",,,
11/01/2015 01:15,21.40,99.90,"21,27","84,63",,,
11/01/2015 01:30,21.20,99.90,"21,20","81,97",,,
11/01/2015 01:45,20.80,98.30,"20,93","80,74",,,
11/01/2015 02:00,20.70,99.90,"20,93","82,38",,,
11/01/2015 02:15,20.60,99.90,"20,86","82,45",,,
11/01/2015 02:30,20.80,99.90,"21,00","83,20",,,
11/01/2015 02:45,20.80,99.90,"21,07","83,95",,,
11/01/2015 03:00,20.90,99.90,"21,13","84,63",,,
11/01/2015 03:15,21.20,99.90,"21,48","85,31",,,
11/01/2015 03:30,21.60,99.90,"21,95","84,70",,,
11/01/2015 03:45,21.80,99.90,"22,09","84,43",,,
11/01/2015 04:00,21.90,99.90,"22,23","83,81",,,
11/01/2015 04:15,21.70,99.90,"21,75","85,38",,,
11/01/2015 04:30,21.60,99.90,"21,75","86,34",,,
11/01/2015 04:45,21.70,99.90,"21,75","86,41",,,
11/01/2015 05:00,21.60,99.90,"21,68","86,89",,,
11/01/2015 05:15,21.90,99.90,"21,82","85,52",,,
11/01/2015 05:30,22.20,99.90,"22,43","83,33",,,
11/01/2015 05:45,22.30,96.80,"22,50","79,23",,,
11/01/2015 06:00,21.90,99.80,"21,82","81,28",,,
11/01/2015 06:15,21.60,99.20,"21,61","81,63",,,
11/01/2015 06:30,21.40,99.80,"21,48","81,90",,,
11/01/2015 06:45,21.30,99.90,"21,34","82,65",,,
11/01/2015 07:00,21.30,99.90,"21,20","83,20",,,
11/01/2015 07:15,21.20,99.90,"21,34","83,06",,,
11/01/2015 07:30,21.30,99.90,"21,54","82,72",,,
11/01/2015 07:45,21.30,99.90,"21,48","82,10",,,
11/01/2015 08:00,21.50,99.90,"21,89","80,81",,,
11/01/2015 08:15,21.70,99.90,"22,02","80,74",,,
11/01/2015 08:30,21.80,99.90,"22,16","80,53",,,
11/01/2015 08:45,22.10,99.90,"22,30","79,64",,,
11/01/2015 09:00,22.20,97.60,"22,57","79,78",,,
11/01/2015 09:15,22.80,94.90,"23,25","76,91",,,
11/01/2015 09:30,22.70,93.10,"22,83","77,79",,,
11/01/2015 09:45,23.00,91.60,"23,38","74,58",,,
11/01/2015 10:00,23.30,90.80,"23,51","75,26",,,
11/01/2015 10:15,23.40,91.30,"23,65","75,19",,,
11/01/2015 10:30,23.70,92.00,"23,99","73,76",,,
11/01/2015 10:45,24.10,87.80,"24,60","72,38",,,
11/01/2015 11:00,24.80,84.90,"25,41","67,73",,,
11/01/2015 11:15,25.40,81.30,"25,54","67,45",,,
11/01/2015 11:30,25.70,78.90,"25,60","65,80",,,
11/01/2015 11:45,25.90,79.50,"25,94","64,64",,,
11/01/2015 12:00,26.20,75.70,"26,42","64,51",,,
11/01/2015 12:15,26.70,76.90,"26,48","65,80",,,
11/01/2015 12:30,27.10,70.40,"27,16","58,16",,,
11/01/2015 12:45,28.00,70.30,"28,11","57,60",,,
11/01/2015 13:00,27.80,68.50,"27,50","58,69",,,
11/01/2015 13:15,27.90,68.50,"27,77","57,12",,,
11/01/2015 13:30,27.80,68.10,"27,57","57,26",,,
11/01/2015 13:45,28.50,74.60,"28,25","59,10",,,
11/01/2015 14:00,28.90,74.00,"28,45","58,69",,,
11/01/2015 14:15,28.50,70.30,"28,04","61,69",,,
11/01/2015 14:30,28.80,72.40,"28,92","57,46",,,
11/01/2015 14:45,29.00,71.20,"28,92","61,42",,,
11/01/2015 15:00,29.20,70.20,"28,92","59,44",,,
11/01/2015 15:15,29.90,71.10,"30,08","51,59",,,
11/01/2015 15:30,30.20,61.60,"29,32","54,18",,,
11/01/2015 15:45,30.00,63.10,"29,19","55,21",,,
11/01/2015 16:00,29.70,64.50,"28,72","55,41",,,
11/01/2015 16:15,30.00,64.00,"29,27","53,44",,,
11/01/2015 16:30,29.90,61.20,"29,00","54,26",,,
11/01/2015 16:45,30.00,60.80,"29,82","51,80",,,
11/01/2015 17:00,29.80,63.10,"28,86","55,28",,,
11/01/2015 17:15,29.60,67.10,"29,34","53,98",,,
11/01/2015 17:30,29.90,65.80,"29,34","55,62",,,
11/01/2015 17:45,29.80,65.80,"29,54","54,19",,,
11/01/2015 18:00,29.80,64.30,"29,47","55,34",,,
11/01/2015 18:15,30.00,66.50,"29,47","56,71",,,
11/01/2015 18:30,29.70,67.50,"28,99","58,89",,,
11/01/2015 18:45,29.70,68.10,"29,25","58,34",,,
11/01/2015 19:00,29.70,68.00,"29,25","58,26",,,
11/01/2015 19:15,29.40,70.10,"28,84","60,65",,,
11/01/2015 19:30,29.40,72.40,"28,70","61,33",,,
11/01/2015 19:45,29.00,72.30,"28,29","62,83",,,
11/01/2015 20:00,28.60,74.50,"27,48","66,39",,,
11/01/2015 20:15,28.10,75.80,"26,88","68,65",,,
11/01/2015 20:30,27.60,79.00,"26,47","70,98",,,
11/01/2015 20:45,26.80,82.20,"26,07","72,83",,,
11/01/2015 21:00,26.60,83.60,"25,60","74,54",,,
11/01/2015 21:15,26.10,86.30,"25,54","75,23",,,
11/01/2015 21:30,25.80,86.70,"25,40","75,64",,,
11/01/2015 21:45,25.60,87.50,"25,34","75,45",,,
11/01/2015 22:00,25.40,93.30,"25,41","77,91",,,
11/01/2015 22:15,25.30,93.30,"25,21","77,50",,,
11/01/2015 22:30,25.30,93.20,"25,15","77,71",,,
11/01/2015 22:45,25.20,93.30,"24,88","77,86",,,
11/01/2015 23:00,25.00,93.20,"24,74","78,47",,,
11/01/2015 23:15,24.90,93.10,"24,74","78,20",,,
11/01/2015 23:30,24.90,90.00,"24,88","75,81",,,
11/01/2015 23:45,24.80,91.20,"24,88","76,42",,,
12/01/2015 00:00,24.80,93.30,"24,88","77,45",,,
12/01/2015 00:15,24.70,95.20,"24,67","78,33",,,
12/01/2015 00:30,24.60,94.00,"24,47","77,99",,,
12/01/2015 00:45,24.50,94.80,"24,47","78,68",,,
12/01/2015 01:00,24.40,94.90,"24,47","78,61",,,
12/01/2015 01:15,24.60,96.70,"25,15","76,76",,,
12/01/2015 01:30,24.40,95.30,"24,67","77,72",,,
12/01/2015 01:45,24.30,95.10,"24,47","77,99",,,
12/01/2015 02:00,24.20,96.80,"24,20","78,95",,,
12/01/2015 02:15,24.10,97.00,"24,33","78,88",,,
12/01/2015 02:30,24.10,97.70,"24,33","78,95",,,
12/01/2015 02:45,24.00,98.10,"24,06","79,56",,,
12/01/2015 03:00,23.90,98.60,"23,99","80,52",,,
12/01/2015 03:15,23.80,98.40,"23,92","80,31",,,
12/01/2015 03:30,23.70,98.20,"23,92","79,56",,,
12/01/2015 03:45,23.60,98.00,"23,65","79,70",,,
12/01/2015 04:00,23.50,97.30,"23,65","79,15",,,
12/01/2015 04:15,23.50,94.90,"23,79","76,97",,,
12/01/2015 04:30,23.40,94.30,"23,72","76,35",,,
12/01/2015 04:45,23.30,93.90,"23,38","76,69",,,
12/01/2015 05:00,23.10,94.30,"23,45","76,70",,,
12/01/2015 05:15,23.00,92.20,"23,32","75,27",,,
12/01/2015 05:30,23.00,92.80,"23,38","75,40",,,
12/01/2015 05:45,22.90,94.40,"23,18","76,84",,,
12/01/2015 06:00,22.80,96.70,"22,91","78,82",,,
12/01/2015 06:15,22.50,99.50,"22,57","80,60",,,
12/01/2015 06:30,22.40,99.90,"22,36","82,31",,,
12/01/2015 06:45,22.40,99.90,"23,18","82,45",,,
12/01/2015 07:00,22.70,99.90,"24,14","75,89",,,
12/01/2015 07:15,23.00,98.90,"24,27","74,72",,,
12/01/2015 07:30,23.60,93.60,"24,68","72,39",,,
12/01/2015 07:45,24.20,93.40,"25,42","70,40",,,
12/01/2015 08:00,24.80,91.20,"25,68","69,09",,,
12/01/2015 08:15,25.20,84.80,"26,02","66,63",,,
12/01/2015 08:30,25.30,84.20,"26,70","65,13",,,
12/01/2015 08:45,25.60,85.60,"27,10","66,21",,,
12/01/2015 09:00,25.90,83.20,"26,89","65,94",,,
12/01/2015 09:15,26.50,82.60,"27,22","65,52",,,
12/01/2015 09:30,27.20,79.30,"27,97","64,77",,,
12/01/2015 09:45,27.80,77.50,"28,24","64,01",,,
12/01/2015 10:00,28.50,73.40,"28,84","60,79",,,
12/01/2015 10:15,28.60,72.30,"28,63","59,70",,,
12/01/2015 10:30,29.20,71.80,"28,91","60,58",,,
12/01/2015 10:45,29.40,71.30,"29,04","62,36",,,
12/01/2015 11:00,29.70,72.40,"29,10","59,48",,,
12/01/2015 11:15,30.00,73.60,"29,24","58,87",,,
12/01/2015 11:30,30.00,72.20,"29,51","59,89",,,
12/01/2015 11:45,30.40,68.00,"30,13","59,893",,,
12/01/2015 12:00,30.50,70.20,"30,33","57,44",,,
12/01/2015 12:15,31.10,71.30,"30,26","56,55",,,
12/01/2015 12:30,31.20,67.60,"30,60","54,77",,,
12/01/2015 12:45,31.30,67.90,"30,94","57,44",,,
12/01/2015 13:00,31.20,67.80,"30,88","56,55",,,
12/01/2015 13:15,31.50,68.30,"31,15","55,66",,,
12/01/2015 13:30,31.50,69.80,"31,29","56,21",,,
12/01/2015 13:45,31.80,70.20,"31,57","53,83",,,
12/01/2015 14:00,32.10,68.60,"31,50","54,78",,,
12/01/2015 14:15,32.00,66.60,"31,77","57,79",,,
12/01/2015 14:30,32.40,67.30,"31,70","55,47",,,
12/01/2015 14:45,32.20,65.20,"31,91","56,01",,,
12/01/2015 15:00,32.60,65.60,"32,32","54,78",,,
12/01/2015 15:15,32.60,65.10,"32,25","53,49",,,
12/01/2015 15:30,32.60,61.80,"32,59","52,40",,,
12/01/2015 15:45,32.70,65.00,"32,32","54,03",,,
12/01/2015 16:00,32.70,62.80,"32,38","53,83",,,
12/01/2015 16:15,32.90,65.50,"32,79","52,94",,,
12/01/2015 16:30,32.60,62.60,"32,72","54,10",,,
12/01/2015 16:45,32.90,63.50,"32,78","52,46",,,
12/01/2015 17:00,32.80,65.10,"32,51","52,66",,,
12/01/2015 17:15,32.70,59.20,"32,51","50,07",,,
12/01/2015 17:30,32.80,63.00,"32,84","50,81",,,
12/01/2015 17:45,32.90,61.10,"32,50","51,151",,,
12/01/2015 18:00,32.60,61.50,"32,43","50,26",,,
12/01/2015 18:15,32.60,62.40,"32,43","51,63",,,
12/01/2015 18:30,32.30,62.00,"32,23","53,67",,,
12/01/2015 18:45,32.20,63.00,"32,36","50,13",,,
12/01/2015 19:00,32.00,64.80,"31,75","53,88",,,
12/01/2015 19:15,31.50,70.40,"31,34","59,40",,,
12/01/2015 19:30,31.00,72.10,"30,86","60,77",,,
12/01/2015 19:45,30.60,74.00,"30,26","61,73",,,
12/01/2015 20:00,29.90,75.20,"29,72","64,13",,,
12/01/2015 20:15,29.50,78.30,"29,19","66,32",,,
12/01/2015 20:30,29.20,79.00,"28,92","67,15",,,
12/01/2015 20:45,29.00,80.50,"28,93","67,97",,,
12/01/2015 21:00,28.80,81.00,"28,67","68,60",,,
12/01/2015 21:15,28.70,81.30,"28,53","68,26",,,
12/01/2015 21:30,28.70,80.90,"28,60","68,40",,,
12/01/2015 21:45,28.60,80.00,"28,61","67,45",,,
12/01/2015 22:00,28.60,80.80,"28,60","68,19",,,
12/01/2015 22:15,28.50,82.50,"28,47","68,81",,,
12/01/2015 22:30,28.40,82.00,"28,40","69,01",,,
12/01/2015 22:45,28.30,83.20,"28,26","69,35",,,
12/01/2015 23:00,28.20,81.90,"28,33","68,40",,,
12/01/2015 23:15,28.20,82.50,"28,19","68,87",,,
12/01/2015 23:30,28.20,82.60,"28,26","69,08",,,
12/01/2015 23:45,28.10,82.80,"28,06","69,56",,,
13/01/2015 00:00,28.00,84.80,"28,06","70,79",,,
13/01/2015 00:15,28.00,85.40,"28,06","71,40",,,
13/01/2015 00:30,27.90,82.60,"27,99","69,01",,,
13/01/2015 00:45,28.00,81.20,"28,19","67,51",,,
13/01/2015 01:00,28.00,81.40,"28,06","67,92",,,
13/01/2015 01:15,27.80,81.50,"27,85","68,81",,,
13/01/2015 01:30,27.80,80.40,"27,92","67,24",,,
13/01/2015 01:45,27.90,79.80,"28,13","66,29",,,
13/01/2015 02:00,27.90,79.40,"28,13","66,28",,,
13/01/2015 02:15,27.80,81.00,"27,85","67,78",,,
13/01/2015 02:30,27.80,81.00,"27,85","68,33",,,
13/01/2015 02:45,27.70,82.30,"27,92","69,29",,,
13/01/2015 03:00,27.80,82.40,"27,99","69,09",,,
13/01/2015 03:15,27.80,83.70,"27,85","69,90",,,
13/01/2015 03:30,27.80,84.60,"27,92","70,38",,,
13/01/2015 03:45,27.60,88.40,"27,52","74,41",,,
13/01/2015 04:00,27.60,88.80,"27,72","74,27",,,
13/01/2015 04:15,27.70,89.50,"27,99","74,21",,,
13/01/2015 04:30,27.70,91.40,"27,72","75,64",,,
13/01/2015 04:45,27.60,93.50,"27,72","76,26",,,
13/01/2015 05:00,27.70,93.20,"27,79","76,39",,,
13/01/2015 05:15,27.80,93.00,"27,79","76,32",,,
13/01/2015 05:30,27.80,94.30,"27,86","77,07",,,
13/01/2015 05:45,27.70,92.80,"27,65","76,52",,,
13/01/2015 06:00,27.60,92.10,"27,59","76,32",,,
13/01/2015 06:15,25.10,87.50,"23,97","77,96",,,
13/01/2015 06:30,23.80,94.70,"23,29","81,38",,,
13/01/2015 06:45,23.50,98.50,"23,30","82,49",,,
13/01/2015 07:00,23.30,99.90,"23,24","83,86",,,
13/01/2015 07:15,23.30,99.90,"23,10","84,41",,,
13/01/2015 07:30,23.30,99.90,"23,24","83,87",,,
13/01/2015 07:45,23.30,99.90,"23,38","82,98",,,
13/01/2015 08:00,23.30,99.90,"23,38","83,46",,,
13/01/2015 08:15,23.30,99.90,"23,31","82,84",,,
13/01/2015 08:30,22.50,99.90,"22,35","86,80",,,
13/01/2015 08:45,22.30,99.90,"22,29","87,70",,,
13/01/2015 09:00,22.10,99.90,"21,82","87,91",,,
13/01/2015 09:15,21.90,99.90,"21,75","88,18",,,
13/01/2015 09:30,21.80,99.90,"21,68","87,77",,,
13/01/2015 09:45,21.80,99.90,"21,82","87,77",,,
13/01/2015 10:00,21.80,99.90,"21,75","87,77",,,
13/01/2015 10:15,21.60,99.90,"21,54","87,70",,,
13/01/2015 10:30,21.70,99.90,"21,89","87,64",,,
13/01/2015 10:45,22.00,99.90,"22,16","85,59",,,
13/01/2015 11:00,22.20,99.90,"22,43","85,25",,,
13/01/2015 11:15,22.30,99.90,"22,43","84,22",,,
13/01/2015 11:30,22.30,99.90,"22,22","84,83",,,
13/01/2015 11:45,22.00,99.90,"21,75","86,34",,,
13/01/2015 12:00,22.00,99.90,"22,09","87,77",,,
13/01/2015 12:15,22.10,99.90,"22,30","87,91",,,
13/01/2015 12:30,22.20,99.90,"22,09","87,63",,,
13/01/2015 12:45,22.10,99.90,"22,16","88,11",,,
13/01/2015 13:00,22.50,99.90,"22,49","87,29",,,
13/01/2015 13:15,22.50,99.90,"22,63","87,01",,,
13/01/2015 13:30,22.70,99.90,"22,83","86,32",,,
13/01/2015 13:45,23.20,99.90,"23,51","83,66",,,
13/01/2015 14:00,23.40,99.40,"23,16","82,35",,,
13/01/2015 14:15,23.50,99.60,"23,50","81,60",,,
13/01/2015 14:30,23.40,99.90,"23,43","81,66",,,
13/01/2015 14:45,23.40,99.00,"23,23","81,60",,,
13/01/2015 15:00,23.40,99.90,"23,50","83,37",,,
13/01/2015 15:15,23.60,99.90,"23,57","82,21",,,
13/01/2015 15:30,23.60,99.90,"23,78","81,47",,,
13/01/2015 15:45,23.60,99.90,"23,72","81,75",,,
13/01/2015 16:00,23.80,93.90,"24,06","78,06",,,
13/01/2015 16:15,24.30,91.80,"24,81","73,83",,,
13/01/2015 16:30,24.70,89.60,"25,01","72,52",,,
13/01/2015 16:45,24.80,87.40,"24,94","73,00",,,
13/01/2015 17:00,24.90,87.50,"25,01","72,24",,,
13/01/2015 17:15,24.90,88.30,"24,87","73,75",,,
13/01/2015 17:30,24.90,89.80,"25,14","74,08",,,
13/01/2015 17:45,25.10,88.40,"25,14","73,06",,,
13/01/2015 18:00,25.20,92.10,"25,47","72,78",,,
13/01/2015 18:15,25.50,90.80,"25,61","74,01",,,
13/01/2015 18:30,25.30,89.20,"25,34","74,42",,,
13/01/2015 18:45,25.30,90.50,"25,13","74,07",,,
13/01/2015 19:00,24.90,89.60,"24,65","75,71",,,
13/01/2015 19:15,24.90,93.10,"25,13","76,74",,,
13/01/2015 19:30,24.90,90.00,"24,79","74,83",,,
13/01/2015 19:45,24.80,93.40,"24,38","77,08",,,
13/01/2015 20:00,24.60,93.50,"24,11","78,45",,,
13/01/2015 20:15,24.40,94.40,"23,84","79,82",,,
13/01/2015 20:30,24.10,96.00,"23,64","81,26",,,
13/01/2015 20:45,23.90,96.90,"23,64","81,33",,,
13/01/2015 21:00,23.80,98.80,"23,51","82,23",,,
13/01/2015 21:15,23.40,99.90,"23,45","83,73",,,
13/01/2015 21:30,23.40,99.90,"23,31","84,00",,,
13/01/2015 21:45,23.30,99.90,"23,17","83,52",,,
13/01/2015 22:00,23.20,99.90,"23,17","83,46",,,
13/01/2015 22:15,23.20,99.90,"23,31","83,93",,,
13/01/2015 22:30,23.10,99.90,"23,17","83,39",,,
13/01/2015 22:45,23.10,99.90,"23,10","82,50",,,
13/01/2015 23:00,23.10,99.90,"23,17","82,09",,,
13/01/2015 23:15,23.00,99.90,"23,10","82,57",,,
13/01/2015 23:30,23.00,99.90,"23,04","83,12",,,
13/01/2015 23:45,23.00,99.90,"23,11","83,12",,,
14/01/2015 00:00,22.90,99.90,"22,90","83,87",,,
14/01/2015 00:15,22.80,99.90,"22,77","84,42",,,
14/01/2015 00:30,22.80,99.90,"22,70","84,90",,,
14/01/2015 00:45,22.60,99.90,"22,70","85,72",,,
14/01/2015 01:00,22.60,99.90,"22,70","86,07",,,
14/01/2015 01:15,22.60,99.90,"22,77","86,20",,,
14/01/2015 01:30,22.80,99.90,"23,18","81,97",,,
14/01/2015 01:45,23.20,99.90,"23,59","79,23",,,
14/01/2015 02:00,23.30,98.90,"23,52","78,69",,,
14/01/2015 02:15,23.10,99.90,"22,97","81,48",,,
14/01/2015 02:30,22.80,99.90,"22,97","81,96",,,
14/01/2015 02:45,22.70,99.90,"22,70","82,85",,,
14/01/2015 03:00,22.60,99.90,"22,63","84,76",,,
14/01/2015 03:15,22.60,99.90,"22,64","84,97",,,
14/01/2015 03:30,22.60,99.90,"22,57","85,11",,,
14/01/2015 03:45,22.40,99.90,"22,36","85,52",,,
14/01/2015 04:00,22.30,99.90,"22,09","85,93",,,
14/01/2015 04:15,22.10,99.90,"22,16","86,20",,,
14/01/2015 04:30,22.10,99.90,"22,09","86,20",,,
14/01/2015 04:45,22.00,99.90,"22,02","86,13",,,
14/01/2015 05:00,22.00,99.90,"22,02","86,34",,,
14/01/2015 05:15,22.00,99.90,"21,95","86,48",,,
14/01/2015 05:30,21.90,99.90,"22,02","86,89",,,
14/01/2015 05:45,22.00,99.90,"22,02","86,95",,,
14/01/2015 06:00,22.00,99.90,"22,09","86,89",,,
14/01/2015 06:15,21.90,99.90,"22,09","86,20",,,
14/01/2015 06:30,22.00,99.90,"22,09","85,93",,,
14/01/2015 06:45,22.00,99.90,"22,02","85,66",,,
14/01/2015 07:00,22.10,99.90,"22,50","85,52",,,
14/01/2015 07:15,22.30,99.90,"22,64","83,67",,,
14/01/2015 07:30,22.60,99.90,"23,25","81,97",,,
14/01/2015 07:45,22.80,99.90,"23,31","79,91",,,
14/01/2015 08:00,23.20,99.90,"23,92","79,22",,,
14/01/2015 08:15,23.60,95.30,"24,33","74,51",,,
14/01/2015 08:30,23.80,96.00,"24,19","75,11",,,
14/01/2015 08:45,23.80,92.30,"24,46","73,61",,,
14/01/2015 09:00,24.10,93.60,"24,72","72,85",,,
14/01/2015 09:15,24.10,90.40,"24,17","73,94",,,
14/01/2015 09:30,24.60,86.40,"25,05","71,68",,,
14/01/2015 09:45,25.20,83.80,"25,39","70,45",,,
14/01/2015 10:00,25.80,80.10,"26,14","68,12",,,
14/01/2015 10:15,26.50,81.20,"26,47","67,77",,,
14/01/2015 10:30,26.80,75.30,"26,47","67,43",,,
14/01/2015 10:45,27.30,75.90,"27,15","63,46",,,
14/01/2015 11:00,27.80,75.50,"27,07","63,73",,,
14/01/2015 11:15,27.80,73.50,"27,13","66,86",,,
14/01/2015 11:30,28.40,73.60,"27,88","64,13",,,
14/01/2015 11:45,28.40,71.00,"27,68","59,97",,,
14/01/2015 12:00,28.80,74.10,"28,09","62,90",,,
14/01/2015 12:15,28.70,74.10,"28,22","61,81",,,
14/01/2015 12:30,29.20,73.10,"28,22","62,02",,,
14/01/2015 12:45,29.20,68.50,"27,95","63,38",,,
14/01/2015 13:00,29.50,71.00,"28,63","59,70",,,
14/01/2015 13:15,29.90,65.60,"28,78","62,71",,,
14/01/2015 13:30,30.10,66.70,"29,20","56,78",,,
14/01/2015 13:45,30.30,68.90,"29,40","58,00",,,
14/01/2015 14:00,30.50,67.00,"29,54","56,37",,,
14/01/2015 14:15,30.50,67.70,"28,92","57,46",,,
14/01/2015 14:30,30.30,65.40,"29,20","57,66",,,
14/01/2015 14:45,30.30,65.50,"29,67","55,82",,,
14/01/2015 15:00,30.50,64.80,"30,29","56,10",,,
14/01/2015 15:15,30.50,63.50,"30,01","55,27",,,
14/01/2015 15:30,30.50,61.90,"29,88","54,46",,,
14/01/2015 15:45,30.90,63.30,"30,29","56,09",,,
14/01/2015 16:00,30.90,66.00,"30,22","51,86",,,
14/01/2015 16:15,31.10,60.70,"30,56","51,93",,,
14/01/2015 16:30,31.00,63.20,"30,62","53,63",,,
14/01/2015 16:45,31.20,59.00,"30,54","52,40",,,
14/01/2015 17:00,31.30,58.90,"30,89","50,35",,,
14/01/2015 17:15,31.40,60.90,"30,95","48,16",,,
14/01/2015 17:30,31.30,59.90,"30,94","49,18",,,
14/01/2015 17:45,31.10,60.60,"30,53","49,18",,,
14/01/2015 18:00,31.10,57.60,"30,47","50,21",,,
14/01/2015 18:15,31.10,63.10,"29,99","54,98",,,
14/01/2015 18:30,30.70,68.40,"29,44","59,96",,,
14/01/2015 18:45,29.90,70.00,"28,70","62,63",,,
14/01/2015 19:00,29.60,71.90,"28,65","63,87",,,
14/01/2015 19:15,29.30,72.70,"28,93","63,06",,,
14/01/2015 19:30,29.00,73.60,"28,52","63,197",,,
14/01/2015 19:45,28.80,73.60,"28,11","64,02",,,
14/01/2015 20:00,28.50,75.70,"27,70","67,02",,,
14/01/2015 20:15,28.10,78.10,"27,36","68,52",,,
14/01/2015 20:30,27.70,80.60,"26,89","70,99",,,
14/01/2015 20:45,27.30,82.30,"26,63","72,02",,,
14/01/2015 21:00,27.10,83.70,"26,55","73,24",,,
14/01/2015 21:15,26.90,83.50,"26,29","73,32",,,
14/01/2015 21:30,26.60,86.40,"26,09","74,76",,,
14/01/2015 21:45,26.40,85.30,"26,09","73,39",,,
14/01/2015 22:00,26.30,85.20,"26,29","71,69",,,
14/01/2015 22:15,26.10,84.50,"26,09","71,07",,,
14/01/2015 22:30,26.00,83.20,"26,03","69,85",,,
14/01/2015 22:45,25.80,81.10,"25,96","68,49",,,
14/01/2015 23:00,25.70,81.60,"25,82","69,24",,,
14/01/2015 23:15,25.70,83.90,"25,69","71,22",,,
14/01/2015 23:30,25.60,86.00,"25,62","72,72",,,
14/01/2015 23:45,25.50,86.60,"25,69","72,58",,,
15/01/2015 00:00,25.40,87.00,"25,41","72,99",,,
15/01/2015 00:15,25.30,87.50,"25,35","73,61",,,
15/01/2015 00:30,25.30,85.70,"25,28","72,04",,,
15/01/2015 00:45,25.20,88.40,"25,07","74,16",,,
15/01/2015 01:00,25.10,86.80,"25,15","72,52",,,
15/01/2015 01:15,25.00,87.20,"25,02","72,94",,,
15/01/2015 01:30,24.90,86.80,"25,02","72,67",,,
15/01/2015 01:45,24.90,87.60,"25,15","73,21",,,
